"","YOB","Gender","Income","EducationLevel","Party","Happy","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","minIncome","maxIncome","HasKids","LivesTogether","Less40","Is40to60","More60"
"Q119334",0.0972771547602578,-0.0125529193358889,-0.0152359150230983,-0.00179907790302852,0.0012287662512382,0.168350540250453,0.0279934336874028,0.00741305476919162,-0.00550981195546649,0.0313959085377387,0.0563886612100732,0.0551164106402322,-0.0489884121268742,0.0115884643566233,0.0281676706837756,0.0889838160549331,0.0304884830718483,0.0806152989218342,0.144877266347045,-0.0420476113210433,-0.0165694924986413,-0.00456050435471102,0.00832326633838647,0.183978163055771,1,0.0564858475157593,-0.057717087143783,-0.0225654631367169,-0.00640457650488724,-0.0435802837646835,0.0342664056431897,-0.0738835432917689,-0.0158323246507442,0.0299692388930939,-0.00464784777645214,-0.00154665892091587,0.0230187960321911,0.0469384466563266,-0.0111093808568897,-0.00882654302858247,-0.00270861302106466,0.0198837593585884,-0.00739170623305002,0.0802240102231968,0.00792067351898971,-0.0276572786964297,0.000166428685907719,-0.028538082970047,-0.00848755277338649,0.0236431389526336,-0.0777218831406008,0.00326949115918032,-0.0153680336185504,0.116704050159866,0.00914112143362065,-0.0430922773917677,0.0906637555612085,-0.0232613217831951,-0.0334871810555344,0.0545137907178347,0.142130397803553,0.0280383722632793,0.0308881581085396,-0.0438047170924062,-0.0262684613098302,0.118407892320582,0.0486642008317864,0.0567892406089099,-0.00589383639757041,-0.0758047678503354,0.0747447598865286,-0.0360899873861178,-0.0691856850374232,0.0283541625565022,0.040482551024088,0.0595809038551279,0.0800771683196254,-0.0104481673754898,0.0932973397145497,0.0421934064947106,0.00812726441861573,5.8587253197788e-05,0.017910488315793,0.018287088220227,-0.0282266624273297,-0.0264319386140955,-0.0400078742657451,0.0210246062227536,0.220481737500286,0.0630206622035118,-0.128093550591007,0.00177472109606779,0.0782911025627339,-0.0830081835974983,0.0217472129727095,0.104432186759195,-0.084723739407438,-0.0388861727429769,-0.0252581714870912,-0.0262346329077306,-0.00034562656086024,0.120007242574066,0.0735999860410667,0.0148360399273326,0.178196346123092,0.0976326815544493,0.0192922625348617,0.052029259998623,0.0441274883131634,-0.0483902835824629,-0.0143438896751373,0.105191912990424,-0.0795450144287971,-0.0550123169971119
"Q119851",-0.0756408859164536,-0.0813010559932099,0.0267223838858827,0.00512820192547907,-0.0716428815331191,0.0360681469575425,-0.0313746083620405,-0.00411681623793774,-0.0231081651897862,-0.00263956850475892,0.0443190223663058,0.0366180419166189,-0.0293452983478629,-0.0105546475288569,-0.00158470900727493,0.0217552996042624,-0.037179827301805,-0.00285931167507831,0.0698434623150369,0.000647234194456009,-0.0373004038084963,-0.0190202047192995,-0.0467364228287722,0.0505859849442746,0.0564858475157593,1,-0.0215023432590795,0.0499008070023035,-0.0685305547345893,0.0299815652217813,0.0469490252139478,-0.0123060940268777,-0.0144428787718485,0.0296872643646346,0.0375095945279517,-0.0185765644056404,0.0273334862215902,0.0294748496946118,-0.0393810355292872,-0.0210423385944212,-0.0462974563634932,0.0139691715615173,0.0245390129749419,0.0116413188420224,-0.0194112851326351,0.0180541604890224,0.0389594275922743,-0.0789423152010226,-0.00718909385294712,-0.00354130360172848,-0.0269379295721966,-0.0182051628111455,-0.0399538032558663,0.122025049801611,-0.0637165469709656,-0.00589268697454391,0.0643730747235041,-0.0166007675003066,-0.0151546490107641,-0.0546133969644762,0.0730732505245668,0.00829477675988346,0.0410450626606237,-0.0073214651745878,0.00841693815778784,0.00893137575779644,0.0992458087474331,0.0610247939952077,-0.0502917412172302,0.0202412315947147,0.0401560014966371,0.0309209502957467,-0.0283658815425802,-0.0078724176308781,0.0274289818809011,0.00616261203356368,0.0335495790546203,-0.00269042193341341,0.0151034762476218,-0.0387037898624759,0.0354583135625562,0.0252506490388226,-0.031679017682071,0.0608406658411805,-0.0140400699557062,-0.0177374153190464,-0.0362289166663112,0.0601422574278572,0.0424639866140342,-0.0221860195894438,-0.0462231849327307,-0.00165763878576917,0.0111755646366614,0.0430277140802806,0.0487922902666985,-0.0228930392684954,-0.0734545676717784,-0.0121737325248929,0.0422197082955791,0.0353461185192509,0.0082795498023165,0.00410189421844775,0.101347659485617,-0.00941338890945113,0.104886928447983,0.0785160695732526,0.00122830071598554,0.0485063601577022,0.0450952168754073,-0.0182385976453652,-0.00774821818673242,-0.0653669633395409,0.0237235599306801,0.074695534649863
"Q119650",0.245493538213687,0.0751121102804322,0.0493809206174488,-0.0439557310785042,-0.0310341928907447,-0.0624451932020746,-0.0105322959175859,0.0121379546244458,-0.00286026244081718,-0.150226084663219,-0.0572116063412288,0.00800583168659451,-0.0337154975385667,0.0487266421154122,-0.105419342893974,0.0766861357021893,0.0242892257788186,-0.055080136927997,0.0981232328866425,-0.0181168289222322,0.0314260523212531,0.0315461279892871,-0.0398671773310325,0.0414308537545014,-0.057717087143783,-0.0215023432590795,1,-0.0837438210017632,0.122560732748977,-0.0280877325212879,-0.0771592697135321,0.0307303594712482,0.0341228952556431,0.0681277777102747,-0.0934194214786748,0.0890070099725823,-0.0761315852737624,-0.0635848568180644,-0.0710866022815067,0.112014549092359,0.0838044798246217,-0.0137465880434291,0.0189147211917074,-0.112417573424181,-0.0810551838959903,-0.045506559881399,0.000333098681545567,0.132360292880182,0.0011273032146386,0.0310882187030931,-0.0454315419518554,-0.0649552837992718,-0.0197947187887191,-0.121249613535745,0.0992054262801594,-0.00600823774119861,-0.139859759038618,-0.0130355169246467,0.0155078817459982,0.0636540107624341,-0.0084758017689887,0.0451068138783384,-0.0247233555179473,0.00496229384256811,-0.136237530325722,-0.0275960882209206,-0.00437457569702572,-0.077564067560777,0.0602420657452807,0.0551876454028318,0.0848698031409483,-0.00492335382088905,-0.0709287059623038,-0.0536047135911204,-0.120645513989835,0.00452809341827878,-0.123583765008219,-0.110629802183516,-0.106202555915017,0.11646156787588,-0.0591177149929609,-0.100967853158211,-0.0147059257329675,-0.00230166087755376,-0.000179978657795883,0.0267186194293117,-0.103760373947257,-0.013310862226338,-0.0888841886175026,0.0179836642946281,0.108811301541146,0.0437289207775098,-0.0924936150509968,-0.130311007609686,-0.0473494922602904,-0.0282975046915817,0.139320904231668,-0.0334125782440626,-0.0436191872269618,0.0157785246366609,-0.108763449379441,-0.104236980962732,0.0303259888333315,0.0328298619360205,-0.0823698074016268,-0.13768190597493,0.0204803355211775,-0.0776139860115151,-0.0489549407860041,-0.152705265190038,-0.155022871855489,0.192934815719984,-0.152065887888364,-0.091175025469458
"Q118892",-0.251603578119562,-0.111425294588519,-0.0500466665438329,0.00613399524016297,-0.0494900779894769,-0.0257489043323368,-0.00898232692824537,-0.0226279305902795,0.019102912846587,0.00195602563010874,0.046147722973774,0.00563494269701838,0.0164099126913292,-0.0206473319415282,0.00412875835160692,-0.0134348951637457,-0.10426672385473,-0.0327821982282337,-0.0221055374220911,0.0026431516728215,-0.0286016142746119,-0.0495924672636775,0.0351739999510328,-0.024995266457731,-0.0225654631367169,0.0499008070023035,-0.0837438210017632,1,-0.0666284360239468,0.0363665183891713,-0.0139397672849771,0.0187072831146718,-0.0240390706665106,-0.00361181380937114,0.104123475148826,-0.0739429959381071,0.0556347343889456,0.0556366298987321,0.043147702373253,-0.00654650805669589,-0.0720618744508505,0.0397579485842599,0.0204608529664289,0.011747887992989,-0.0338429891844942,0.00475528585985315,-0.00282083958963608,-0.0600252909291232,-0.0032972785221768,-0.00943193921422803,0.0728210217600066,0.0462022617547285,0.00301566959086852,0.0486758275415741,-0.0182540235232064,0.074327886918283,0.0388265514046241,0.0449223493721813,0.00198698494093608,-0.0402862061668485,-0.0113819049712019,-0.0146195609238472,0.029332006250771,-0.00532081529174739,0.0108012058434582,-0.0920320255468787,0.111176018093303,-0.0115044212826912,0.000580168361423624,0.0439247756451525,-0.0914846085051846,0.0775322462695091,0.0407998730216553,0.0508971644650347,0.0242020744226176,-0.00211504132694231,0.0432737003326368,-0.00956757907395816,-0.0163759661171936,-0.0851282739729034,0.152381734658955,0.113956595591178,-0.0404340045323141,-0.00641664020292143,0.026438255553491,0.0214599782374893,0.059345917623333,0.0481935511603481,-0.0501686451628485,-0.043045597337997,-0.00886765781099326,0.00838166058459761,-0.0360753125667404,0.102665815123035,0.0544719503793086,-0.0491836598085418,-0.0363730853071032,0.0472316774964064,0.0634588782841741,-0.00271025267751068,0.0470974967053441,0.0622152154327679,-0.0630245769042476,-0.00256720316750717,0.0436287177649551,0.0323164344661967,-0.0281736141205304,0.0248873112951713,-0.0172908528764469,0.0638886107507706,0.0652763474520424,-0.237185286074462,0.153284355388966,0.165128950975652
"Q118117",0.326321326170513,0.00833353664044163,0.063023945218947,-0.0230867615087844,0.0212967605892336,-0.0240950411476937,0.0925786724704021,0.0357734707041413,0.112000893209792,-0.179565135604829,0.00320118293208159,0.00132046158256803,-0.0188739283654855,0.0581407887107062,-0.111367519736092,0.063818229832988,0.0157126659622248,-0.0596370915560398,0.0494628939032151,-0.0273537159370229,-0.0302541728320289,0.0695669925171795,-0.0310738970034974,0.0413572787856867,-0.00640457650488724,-0.0685305547345893,0.122560732748977,-0.0666284360239468,1,-0.0496924193136849,-0.0952838838276858,0.0508361170861608,0.0187125885055686,0.0240753528246865,-0.0630517787835115,0.0346666529052812,-0.0495276158991638,-0.195553483485671,-0.102450318953403,0.11596085889686,0.102023771009478,-0.013568514575517,0.0374950736868561,-0.0170864246488879,-0.0248283422496329,-0.0678382493153182,-0.00777896483780273,0.0134825008032683,0.00261767395737652,-0.0238941257144347,0.00806882733541789,-0.0094236619875798,-0.0708496660039517,-0.0544081078809677,0.10075954705227,-0.10489433387734,-0.0174638175006734,0.0160025958795545,0.0236917892036134,0.00915006509447531,0.0156470943378265,0.0725787574402681,0.00850923210544709,0.0155339017977503,-0.172946139090271,-0.0636935108263762,-0.0546465812329803,-0.0314810601982617,0.0351714269484828,-0.0140478342841586,0.042756123438205,-0.080794201494178,-0.102379228549948,-0.0639901351251729,-0.0708065974213701,0.0434652501305471,-0.0564867084756645,-0.117060544577811,-0.100455131084247,0.096537711558733,-0.0848202543966279,-0.118550990107263,0.0509673926133925,-0.0315422135461481,0.0517569779552849,0.0444031595392852,-0.11825216615936,-0.0374527734761143,-0.0481257275542495,-0.0674384023684219,0.0186216589846487,0.00835957223350107,-0.0840404633642524,-0.133448147331054,0.0399921514042138,0.0537843970875859,0.134703474446324,0.000286196598519336,-0.0612528376241557,-0.00584666389306015,-0.104329892420936,0.0342916264921722,-0.0106479893509402,0.00879742928218416,-0.0468196495118787,-0.00627527212234786,-0.00428960452980409,-0.0910123653792113,-0.0578641265107012,-0.191032212988682,-0.223787281106344,0.249122486294692,-0.182464451396971,-0.139612130226361
"Q118232",-0.110851694653273,0.0140878124094844,0.00515125751309166,0.0185863769921796,0.046045120966252,-0.0123612673049375,-0.0948075085356318,-0.042867587801815,-0.0390612627581734,0.032602723420722,-0.0273380222171991,0.0345209021587457,0.00326487340572102,-0.0526871275792667,0.0116554483687902,-0.0607659022304178,0.00998550898584192,-0.0179626642745005,-0.00336118560593,0.0427614657762234,0.0822347192568664,-0.0862530913486045,-0.0472847000394678,-0.0301926653463425,-0.0435802837646835,0.0299815652217813,-0.0280877325212879,0.0363665183891713,-0.0496924193136849,1,0.0085685312528459,-0.0365241727993062,-0.00691799998280578,0.0123341053140224,0.00493561079406061,0.0665400087600884,0.0430378519362984,0.0781255790164878,-0.0120500009202594,-0.00908676068554642,-0.041144695659432,0.0100148191328841,0.00770398278648309,-0.0833963294345321,0.0365646011467872,-0.0166241326876133,0.0148332867676411,0.0306019397544213,-0.00670703756313268,0.00233462246495262,0.044566195989622,-0.139423876481219,-0.00435408264500314,0.027459636500951,-0.0797092358015832,0.0680341864915577,-0.00587694884768342,-0.0492571555869004,0.170212378433916,-0.0367519779533259,0.0576175443790344,0.022978483870251,-0.0136852399089561,0.0390389452304474,-0.0188789423530577,-0.121608695223572,-0.0183433244786088,-0.0307228911517012,-0.0734463002890367,0.0689747194954618,-0.00949949268892578,-0.00732610997762885,-0.00687604620486751,0.0698290942387662,0.037381121785724,-0.00660581361330034,-0.0679535671248477,0.0513158126488283,0.019782409236056,-0.00811725923044946,-0.00188324389815279,-0.0100438761472014,-0.0251482224661962,0.0200116465465153,-0.0023591409605811,-0.019236324318653,0.0135169515518847,0.0315138317514886,-0.0756251149989815,-0.0714331447816162,0.157923758462046,-0.0369780468744974,0.00805946826216112,0.0251322144031596,-0.059605419360444,-0.0778743671051029,-0.0357979926360214,0.0233294245738513,0.00566754416832135,-0.00301173653789546,0.00492431289508598,-0.067135047745353,-0.0117717207095695,-0.0173609236207516,-0.106890565495539,-0.021341502177578,0.0237126100234438,0.0984149933302679,0.0894750962581296,0.0467551159384936,0.0691573931000175,-0.0918311075263779,0.06117005981686,0.0610603149680591
"Q118233",-0.117579826305547,0.0305653796706875,-0.0318895552992197,0.00839862130444213,-0.0234069297408957,-0.0497163031134542,0.0889677616306417,0.0215367090662502,-0.0483923404194529,0.165980982788008,0.082332283849446,-0.0505057936888707,-0.00411962400518566,0.0156886290546463,0.064843420266534,-0.0117402977735767,0.069613307042124,0.0839327155089493,-0.02598389000398,-0.0457218487933398,0.018274916238398,-0.030010061734076,0.00231889077317069,-0.0240554341951582,0.0342664056431897,0.0469490252139478,-0.0771592697135321,-0.0139397672849771,-0.0952838838276858,0.0085685312528459,1,0.0502373631057732,0.00777649397245995,-0.100018680704986,-8.87149432536429e-05,0.0350212722733401,-0.0476584790684891,0.0546494892484174,0.0874978537920258,-0.0470692779597305,-0.0278273749562103,-0.116919221734695,-0.0410048406261196,-0.0606752800357389,0.180525467387372,0.0121334295742003,0.0490691353130492,-0.0268668620768366,-0.00812581582089685,0.0161054199669997,0.0564994494110296,0.029289707380966,0.0720727089722215,0.0991001491435983,-0.0609361881233043,0.00410714833074778,0.0136862368842087,0.0440191683783763,0.0555668200459494,0.00300292440677698,-0.0450603829065174,-0.103016488662549,0.00975051077455156,-0.0357794240430312,0.196749415692586,0.0863535780101885,-0.00513944565497099,-0.0546547802133449,0.020529644353443,-0.0235125192159409,-0.0923657222944974,0.0582677148204234,0.141172050635455,-0.0637042978302076,0.00812030149814782,-0.0667964234794964,-0.0248945701518951,0.107213053415787,0.156810911524592,0.0190625933954352,0.027011446443252,0.0431400435552106,-0.0647371900170317,-0.0385145600500485,0.0463854488818528,0.127858165764595,0.121287147918909,-0.0294693972682395,0.0651927335193397,0.0400687745069503,0.0119498212090066,-0.0177964079762908,0.187988036524151,0.121465456651044,-0.0114879718304304,-0.0323246780663845,-0.0386941663707375,0.0304928507665868,0.0618738843444607,0.00333381706793672,0.0887803999237604,0.0122919019501703,-0.0292496267562103,-0.00797926180952183,0.0648209035390193,0.0210766349390165,-0.0307434566718698,-0.00671035315084765,-0.0163925085328335,0.108375143424012,0.12698829358292,-0.0927779769639984,0.0989938566998749,0.00307729361362919
"Q118237",0.103591908588251,-0.137147112903464,0.0392280428377927,0.00813931203476842,-0.0599844484186857,-0.287988879560491,0.113937957366452,0.0756323277045091,0.0493652177982477,-0.0471948858553372,0.0589970608041463,-0.0552091987587011,0.00384589884616123,0.0840526755619884,-0.00425688043144309,0.0753843462234904,0.0891970756728475,0.145527898338967,0.040954614367442,0.0053715427255981,-0.122469753705791,0.026453471197562,0.118821346793776,-0.129202723390476,-0.0738835432917689,-0.0123060940268777,0.0307303594712482,0.0187072831146718,0.0508361170861608,-0.0365241727993062,0.0502373631057732,1,0.119339570381001,-0.0431251604131959,-0.0428190178395805,-0.010346377544957,-0.0368922809484129,-0.0450866568456247,-0.00331638005267752,0.150233548798895,0.0662519842255723,-0.0361303698432528,-0.0210236039423316,-0.0539362428705075,-0.0757105651013026,-0.00623892580856898,0.0502165505066424,0.0340624610107047,0.00541704791654967,0.0470914165729257,0.00885520754323645,0.0665498471442846,0.0422489578915907,-0.0213224695349785,0.061689103921713,0.0024877609476263,-0.0115895910194724,0.100977830350875,0.0266342944102129,-0.0876248683092907,0.0031390213944631,-0.0503927305311812,0.0630849917477584,0.0170795960291814,0.108697050843236,-0.0331574200452833,0.108859076333798,-0.0396177572524482,0.0508594306749642,0.0158259474417734,-0.010375717656998,0.0958098398240182,0.247984855947381,-0.191349576319946,0.0290494444196557,-0.066895451895012,-0.128649733523461,-0.0721237869923962,0.0386896874865146,0.0275777607362705,0.0304344954904198,0.0897341942668692,0.0260629275587133,-0.00754826589254975,0.0211868721966761,0.188495608731367,0.137053369821685,-0.0766150849288095,-0.0682479895952954,0.0829218059397146,0.118999099663075,0.0147577654446844,-0.0440013792603512,0.0730928956836263,0.17465108359282,0.0281069275973624,-0.0113280104408846,-0.0331599063314263,-0.0195341786737608,-0.0142772474144784,-0.00816212417203577,-0.0323166226970867,-0.080250969441804,-0.0416549383461546,0.0431032874924494,-0.00183696761083588,-0.0702718713273753,-0.102825827517646,-0.0551877221020481,0.0360364734025028,-0.0683575195569285,0.07508155770078,-0.00723146590192041,-0.11734258584632
"Q117186",0.0858889433769104,-0.0897118430063089,0.0123260582404142,-0.04917283135189,0.0204375806531608,-0.101652424814496,0.102402029474267,0.118554484661481,0.0199662502878091,-0.0309347232742269,0.000612156630537763,-0.0792304557838023,0.00129609591759494,0.0803481058313825,0.0489863898896935,0.044335027196575,0.0575293542507044,0.0574846883532328,-0.0289305537280917,-0.051686127338512,-0.0286490816338806,0.047421019806803,0.0631104010967955,-0.0401188020299302,-0.0158323246507442,-0.0144428787718485,0.0341228952556431,-0.0240390706665106,0.0187125885055686,-0.00691799998280578,0.00777649397245995,0.119339570381001,1,0.0166827698945139,-0.00987242932966176,0.0355296788278355,-0.0623719284177814,-0.0829190137593465,0.0324281756786919,0.104314992256923,0.0486241464005529,-0.151868313971836,-0.0448884009041271,-0.0867703947703507,-0.0198061216376603,0.000974943468480533,0.00902223352560685,0.0377472260947825,-0.0356939956902618,-0.00755243261423097,-0.00216261786156077,0.0982004040420837,0.0163804921352143,-0.0404964574137538,0.063790830510517,0.0182480323464177,-0.0417271696992839,0.0937344938772534,0.106236382869329,-0.0244113021405795,-0.0421713682182887,-0.0929107512349497,0.0240572739894165,0.0283051069276242,0.0360622396431363,-0.000895660649824377,-0.0485267870245057,-0.0419164033496565,-0.000503060446689582,-0.0250636003607901,-0.0218796797846275,0.0266352086216711,0.0454547912715301,-0.0917666169393006,-0.030678241879318,-0.0374491028573673,-0.194746843324196,0.00158307957851665,0.00377251544051941,0.101354585076743,0.00664755464496467,0.0381900321314484,0.0016960424022398,-0.00835376345950973,0.0491823677080002,0.140147569366966,0.0230270667180677,-0.0460755490587535,-0.0800275370801548,-0.000526149616376746,0.192234173801927,0.0589224820573017,-0.00335102304310646,0.0311496456771074,0.0841246556640582,0.00424921974195848,0.0344206540748695,0.0185837507018981,-0.0692045651777346,-0.0157010231730648,-0.0075964842730613,-0.0134182940443388,-0.0189891066466382,0.0028308904502511,-0.046213589059241,-0.0374452063570886,-0.0539184132288916,-0.0420536639191732,-0.0450939288093165,0.0384053165113918,0.00701666850358847,0.0761267450004859,-0.0368128433807938,-0.0725173850287577
"Q117193",0.00446612107392698,-0.0210491157392216,-0.0448922735459213,0.0123356138239562,-0.000787726252802404,0.0461559208865475,0.037976500047784,-0.0461536316302364,-0.0936746640258975,0.140845798597258,-0.0175960536661158,0.053197872193159,0.0104376083170024,-0.00350302553325311,-0.0581969689268771,-0.0190281698451738,-0.0389760238233731,-0.074416808928228,0.104489992244297,0.0633550519144053,0.0124561972314846,0.0276824356539753,-0.0219881076215515,0.0902119403175189,0.0299692388930939,0.0296872643646346,0.0681277777102747,-0.00361181380937114,0.0240753528246865,0.0123341053140224,-0.100018680704986,-0.0431251604131959,0.0166827698945139,1,0.0174375945464985,-0.0190511015929211,0.0271794764928755,-0.0209536223561687,0.0223566196995679,0.0232907805782563,-0.0519278932845617,0.0403110212661467,0.014383568903214,0.0174073052843945,-0.0535413542675463,-0.0159920005637441,-0.00116453108716755,0.00344348408345684,0.0217258726092494,0.0334666727111691,0.0123238391280294,-0.0229476987750984,-0.0197164743018449,0.0419906624675131,-0.0192106044757141,0.015129104451332,0.0185962480881058,0.0103469625801794,0.0176654067387381,-0.0169067990467025,0.060003991759304,0.0139748753273184,0.0450093813038374,0.0254791878261334,-0.0868837350345767,-0.0387578049128111,-0.0109334773843213,0.0540014691779343,-0.00280956223342711,0.0254751378517318,0.0655253202366522,-0.0832345147059197,-0.0405160093269093,0.0686369419739812,0.00642806086816172,0.021445843654502,0.00146081234341934,0.0197802139706069,-0.0614745291653251,-0.0106649471933111,0.0334632037599064,-0.067078280554916,0.108029606777197,0.048901855302638,-0.0185070484590936,-0.0417560378030138,-0.0243876624833706,0.0608176218485475,-0.0746402445259467,-0.146532774897751,0.0225846486153623,0.0442674704704478,-0.0403532141728797,-0.0652078736787026,-0.00017123239235027,-0.0158840543529043,-0.0317350400441359,0.0257660662553027,-0.0197245422435747,0.0148869038011652,-0.0583531007527,0.0239346637835322,0.0515253797467984,0.0216458334825064,-0.0267464977487683,0.0131152285360973,0.100837925684262,0.137510624298195,0.0936345204728328,-0.0254662636375614,0.00701296945448772,-0.0287034282602476,0.0325206324293149,-0.0020329480771321
"Q116797",-0.207099548392017,-0.0604599904372441,-0.0193926580956142,0.0113209112611378,0.0278528080349294,0.0250248978458234,-0.0181664958256015,-0.036602132446106,-0.0232957934671193,0.0161348676672306,0.0199572771030044,0.0593475811207268,-0.0570124301570914,-0.0397867655083613,0.0245143290926214,-0.0387875749938823,-0.049717592801903,-0.0317282594166288,-0.0365231647443875,0.0233249767700403,0.0223573724489349,0.0223260166957867,0.0302851088331996,0.00992642283815453,-0.00464784777645214,0.0375095945279517,-0.0934194214786748,0.104123475148826,-0.0630517787835115,0.00493561079406061,-8.87149432536429e-05,-0.0428190178395805,-0.00987242932966176,0.0174375945464985,1,-0.067068980309838,0.045998037125319,0.0955167694908162,0.0462525425733955,-0.0900624292865657,-0.0703880245715504,0.0347402426130194,0.019660011754835,0.0445477061561383,0.0145327968576547,0.022621383766749,-0.00634936531566137,-0.0523331195077332,-0.0358894837655373,-0.00324174950078322,0.0241397708712818,0.021735552053997,0.0104484243443975,0.0963941517505831,-0.07265342138314,0.0470090030580482,0.0689325205678288,0.000828428210506729,-0.0398109511106464,0.0386157084052934,0.00146328610708319,0.0216009569263813,0.0364048861101562,-0.00250591022824204,0.0132813018547779,-0.00720908595592324,0.0157427183425682,0.00939254812920545,-0.0409023454668155,-0.0414825735651824,0.0012375973691034,0.0543591266455261,0.000253048461446719,0.0707380044021169,-0.0277514213100054,-0.0333092685527398,0.0610255533700332,0.0200404757902971,-0.00835246018108777,-0.10170476940395,0.177021683698657,0.0903427839580838,-0.0394130667446379,0.0812847499082147,-0.0358971228312776,-0.0146572612266145,0.0126293636291052,0.155526832544424,0.0300672729814007,-0.106751393738751,-0.0790607798457579,0.00816426273286105,0.00971473650284748,0.0544591249344104,0.024852639128313,-0.0695097402700965,-0.113188702982794,-0.00177640865809108,0.00581260569519569,0.0364312209616995,0.033395546514455,0.0151921002838736,0.0407977108343546,-0.0453521493394284,0.011667006400718,0.0657359620356677,0.00436016834957046,0.144206060909014,0.101882561853655,0.0458684609979018,0.131906329340564,-0.169858819664529,0.0881184635982143,0.152382578574563
"Q116881",0.0885701418011033,0.1584251068916,0.00678252261192226,-0.0238324357199467,0.033990650876505,-0.0646604072330428,0.00819448556701934,0.0266026990936054,-0.0407060137367678,-0.0174229306554392,0.0549586520673466,-0.00470471091915614,-0.0406531386019593,-0.0449701026113755,-0.0581955553463526,0.0194844866265888,0.00676813946159223,-0.0207396912568445,0.042522271206337,0.00393513308690905,0.0718026653509391,-0.00428578569995929,-0.0913941204653145,0.058192250111716,-0.00154665892091587,-0.0185765644056404,0.0890070099725823,-0.0739429959381071,0.0346666529052812,0.0665400087600884,0.0350212722733401,-0.010346377544957,0.0355296788278355,-0.0190511015929211,-0.067068980309838,1,-0.0497900345937199,-0.0185209517052966,-0.036821442835385,0.060881926838942,0.0367795936580449,-0.0668359228613252,-0.016020232061938,-0.099851216377937,0.0538126654998201,0.00486645620775923,-0.0283158573827518,0.0665788223225273,-0.0216584815524372,-0.0225314181752248,-0.0299857438385838,-0.0389458219964853,0.0161508083023345,-0.00630119174725407,-0.0273599670202414,0.0550670687126357,-0.0648689943952393,-0.00662017449567671,0.0869354687769459,0.0170530745485322,0.00927329693233897,-0.0152775108300121,-0.0319100049839387,0.0445086935140565,0.00685818509120671,0.0244884649862587,-0.033946828785787,-0.0586111131889001,-0.0103517255550149,0.00060540223019323,0.0397024218265486,-0.00848499343282412,0.0146451971250096,-0.0409350821151795,-0.00780161215472788,-0.0102819736051573,-0.107626193261125,0.00858561363326833,0.039907152330278,0.132621076487708,-0.103995513433343,-0.102148795640067,0.0121869961262966,-0.0298644394478742,-0.04224608024814,0.0483108990752936,-0.0368745335344128,-0.076720634121319,-0.0478646912151154,0.0549881975726414,0.136759436640071,-0.0165612428078796,0.0337853715302106,-0.0233508963738077,-0.112223321371609,0.0292804056202635,0.0580970632464007,-0.0421945141843611,-0.0426537614440798,0.0293323184550103,0.0179911575723099,-0.0906493095451468,-0.0222579478202996,0.0153194648970948,-0.00169131835016663,-0.0548533687180384,0.0206279245210732,-0.0241934058008263,-0.0292642677230699,-0.0324257174646634,-0.0205915454398745,0.0917252673336235,-0.0767781084017925,-0.036282091417987
